text,label,source
" it's because they are a bunch of  "" w . i . n . o's "" "" ( cucks who are "" "" white in name only "" "" )  who are too afraid to be pro-white ... """,implicit_hate,implicit_hate
" look into affirmative action . it's straightforward anti-white discrimination . then look at brazil . that's your  "" race blind "" "" future . """,implicit_hate,implicit_hate
" of course #trump is not  "" your guy "" "" . only fools could imagine a * white friendly * candidate emerging from jew cesspit  nycity """,implicit_hate,implicit_hate
" rt  "" : : non-white hate crime mob violence comes to finland ( video ) "" "" ; cultural enrichment ? """,implicit_hate,implicit_hate
" rt  "" : african immigrants brutally beat white people in melbourne home invasion via "" "" """,implicit_hate,implicit_hate
" rt does  "" generation identity "" "" really want the "" "" remigration "" "" of black americans ? if yes  where to ?    """,implicit_hate,implicit_hate
" rt google search queries for  "" racism "" "" from 2004 to present . mostly white countries bombarded with anti-white media and open borders lunacy . the rest of the world is racist af and doesn't care . """,implicit_hate,implicit_hate
" rt imagine the white-knuckle rage if the headline read :  "" white people deserve safe spaces without ethnic minorities . "" "" """,implicit_hate,implicit_hate
" rt white guilt is coming into play with white players wanting to look  "" woke "" "" and black players supporting him just because he's black ! """,implicit_hate,implicit_hate
" whitearyanpride : they say they are anti-racist  but what they really are is anti-white ! via  "" """,implicit_hate,implicit_hate
#charlotteriots = anti-white racial hatred . if you're ready to stop it  join . white children deserve a future .,implicit_hate,implicit_hate
#neverforget israel & jewish criminals did 9/11 to justify endless war & tyranny . google israel did 9/11 - i dare u,implicit_hate,implicit_hate
#stopextinction of the white race . your #children need you :,implicit_hate,implicit_hate
#whitegenocide is real . stop making light of confederate issues . stand up for america - - be american ! ! ! #dixie,implicit_hate,implicit_hate
. #jewish #antihate have pages documenting #antimuslim #bigotry of & cohorts,implicit_hate,implicit_hate
. when are you going to write about how jews destroy white institutions ? jews created this .,implicit_hate,implicit_hate
. yrs of interaction w / white atheist science ! are vapid & men r impotent.christianity is white past & future,implicit_hate,implicit_hate
9 year old white boy commits suicide after being tormented for months by racist arabs | read more :,implicit_hate,implicit_hate
9year old white boy commits suicide after being tormented for months by racist arabs | read more : via,implicit_hate,implicit_hate
: #arizona politician proposes a special holiday for white people #altoarizona #immigration,implicit_hate,implicit_hate
: caleb russell inspires next #cair bus ad : #myjihad is to kill all the white people on this bus,implicit_hate,implicit_hate
: canadians rejecting misogynist gay / jew / westhating islam must fearlessly expose,implicit_hate,implicit_hate
: david duke : the racial murder and rape of white women in america,implicit_hate,implicit_hate
: demokkkrats stop your racist deceit ! obama sat underneath a racist america hating black liberation garbage spewing idiot,implicit_hate,implicit_hate
: dr . david duke : will the white race survive ? via,implicit_hate,implicit_hate
: estonia : 1000 white nationalists protest against non-white invasion ),implicit_hate,implicit_hate
: in memoriam panzerdivision totenkopf t-shirt from the white resister,implicit_hate,implicit_hate
: jw is a truth organization not a hate orginzation . islam is all about hate . #ar,implicit_hate,implicit_hate
: learn from it  #liberals ~ elin krantz : just another dead white liberal female ...,implicit_hate,implicit_hate
: reza aslan lies about arab spring bringing democracy as egypt mp calls for sharia punishments crucifixion & amputa ...,implicit_hate,implicit_hate
: show me buddhist mandate to kill muslims . i'll show you islams mandate to kill polytheists,implicit_hate,implicit_hate
: south africa white genocide escalates  international jew-controlled media remains in silence,implicit_hate,implicit_hate
: the reason islam can win every attempt to advance sharia is kafirs are tolerant of all its demands .,implicit_hate,implicit_hate
: there is no hate like islamic hate .,implicit_hate,implicit_hate
: they hate you because the jew controlled mainstream media is brainwashing them . #jewishsupremacy,implicit_hate,implicit_hate
: us will have a civil war . stupid white libs who call white people privileged and racist,implicit_hate,implicit_hate
: white man lynched and robbed by a racist black gang ( video ) via,implicit_hate,implicit_hate
: white pill time : richard spencer helps to lead torchlight procession in support of white southern h,implicit_hate,implicit_hate
already destroyed 2/3 of christendom & people still don't get it . & jews tell us,implicit_hate,implicit_hate
americas poorest white town proves link between race and crime #swrm #whitetown #us via,implicit_hate,implicit_hate
and there was an underlying white identity resurgence to trump's campaign . it's why the jews freaked so much .,implicit_hate,implicit_hate
another anti-white racist attacks in obama's america ( video ) via,implicit_hate,implicit_hate
anti-white un boss demands more non-white invasion into uk  despite major opposition | more :,implicit_hate,implicit_hate
ask more rss intellectuals to come on powerful twitter and spread the message of brahma  vishnu and mahesh .,implicit_hate,implicit_hate
be glad for it ! white people are getting an eyeful of black arrogance and are realizing we are right !,implicit_hate,implicit_hate
beneath the mask of the human rights industry is the final solution of the white race .,implicit_hate,implicit_hate
black lives matters is run by lesbians !,implicit_hate,implicit_hate
build the wall . deport them all . dont let them take away our machine guns . 2nd amendment,implicit_hate,implicit_hate
but isn't milk a symbol of white supremacy ? #worldmilkday,implicit_hate,implicit_hate
but thats deceptive bcuz not all pigmentated people fail . is it african ethnic groups ? is it a tribal mentality ?,implicit_hate,implicit_hate
can i join if i'm black but on the inside white ?,implicit_hate,implicit_hate
clarke  elder racist blacks  whites need to stop attacking white folks,implicit_hate,implicit_hate
cuck erickson : that's racist ! you're all racists !,implicit_hate,implicit_hate
cuckservatives : french family edition via #cuckservative #whitegenocide #transracial,implicit_hate,implicit_hate
danish prime minister warns of emergence of muslim parallel societies  no-go zones |,implicit_hate,implicit_hate
demokkkrats started the kkk and now they are starting a racist jihad against white cops ! demokkkrats are racism experts !,implicit_hate,implicit_hate
every white woman in america and other white nations needs to be able to handle a firearm ! !,implicit_hate,implicit_hate
gee i wonder why . why dont you tell us more about how ( ( ( you ) ) ) hate all white people ?,implicit_hate,implicit_hate
great news  it's about time us white folks did somethingl,implicit_hate,implicit_hate
has become a school committed to black empowerment and white disenfranchisement .,implicit_hate,implicit_hate
he has openly advocated to kill white men . can't trust muslims .,implicit_hate,implicit_hate
i don't hate people . is it hate to reject an intolerant ideology ? there's plenty of hate in your islamic texts : #kuffarhate #misogyny #jihad,implicit_hate,implicit_hate
i get it . asia for the asians . africa for the africans . white countries for every,implicit_hate,implicit_hate
i had no idea they were going after white people so aggressively & violently .,implicit_hate,implicit_hate
i had should have placed a bet that it would be a jew,implicit_hate,implicit_hate
i have a shocker for you  there are no white supremacists  but there are white ( ( ( supremacists ) ) ),implicit_hate,implicit_hate
i think white self-hating should be treated like mental illness .,implicit_hate,implicit_hate
i'm randomly on a white power racist website and find this ! ! ! : adolf hitler smiley face t-shirt,implicit_hate,implicit_hate
if black dysfunction is an indicator of institutionalized white supremacy  it appears cities get more white supremacist as they get blacker .,implicit_hate,implicit_hate
if hindus in bihar want to live with dignity than they need 2 throw out these two psuedos hindus #abkibaarbjpinbihar,implicit_hate,implicit_hate
if muslims are to be considered a race ( absurdly ) then by default non-muslims are a race.therefore jihad is racist .,implicit_hate,implicit_hate
if only the fuhrer would have given rommel one more division in north africa ...,implicit_hate,implicit_hate
is a amazing video . if you're white and haven't watched this  watch it . #whiteandproud #racism #doublestandards,implicit_hate,implicit_hate
israel stopping african immigrants whilist jews open america and european borders,implicit_hate,implicit_hate
it allows white people to be free of black crime !,implicit_hate,implicit_hate
it is good that blacks are driving a wedge between them and white people ! we must make sure our people are aware !,implicit_hate,implicit_hate
it would be nice to have historically white colleges and universities . we have them in the south . that would be called * racist * though,implicit_hate,implicit_hate
it's 100 % correct that whites and blacks shouldnot date  we are a minority compare,implicit_hate,implicit_hate
it's only evil when white people do it .,implicit_hate,implicit_hate
it's wonderful if these white women will wake up to anti-white racism.but some whites love to be punished for being white .,implicit_hate,implicit_hate
its about money  not christian love cost #refugee family $ 257481+ welfare + food stamps,implicit_hate,implicit_hate
jews crown miss holocaust survivor in morbid beauty pageant #withjewswelose,implicit_hate,implicit_hate
just fyi israel and jews did 9/11 and blamed muslims to justify the global war on terrorism,implicit_hate,implicit_hate
keep it white,implicit_hate,implicit_hate
kosher conservatives think money is the measure of everything . but more important than mere $ $ is the quality of,implicit_hate,implicit_hate
lets turn our hate into action : action report on the liverpool white man march via,implicit_hate,implicit_hate
libertarian solution : more third world immigration,implicit_hate,implicit_hate
loretta lynch where you at on the chicago hate crime ! those thugs attacked a man because he was white and handicapped !,implicit_hate,implicit_hate
maybe you should go to black lives matter and whine about your white guilt,implicit_hate,implicit_hate
milo can be useful to an extent . his gayness makes lefties more receptive to him . i started with milo and ended at the alt-right,implicit_hate,implicit_hate
more white genocide on the tl smh,implicit_hate,implicit_hate
most muslim terrorists are white  what are they talking abt ?,implicit_hate,implicit_hate
muslims always feel provoked and offended ... that's why islam has to be banned from democracies .,implicit_hate,implicit_hate
muslims arrested for conning elderly into funding jihadis #islam #islamophobia #tcot #antimuslim #uk,implicit_hate,implicit_hate
my fave question to ask counter protesters ( who are always majority white ) is why do they hate white people .,implicit_hate,implicit_hate
neocon jew bill kristol wants to create a committee not to renominate the president daily stormer,implicit_hate,implicit_hate
netherlands : 65 % of 1990s immigrants on welfare #swrm #immigrants only 68 % ! ? id check again ! via,implicit_hate,implicit_hate
never i hope it's degrading can't believe the germans they have sunk so low !,implicit_hate,implicit_hate
no . this is the nation of the united states of america . white people are indigenous to the usa .,implicit_hate,implicit_hate
not racist at all brother makes you a patriot .,implicit_hate,implicit_hate
not referring to a single tattoo . perhaps it's time to start something new  something that's not exclusionary to dedicated  good  whites .,implicit_hate,implicit_hate
oh white guilt .. like i said i have none of that,implicit_hate,implicit_hate
ohio law  whitey pays for blacks crimes or jail . white girls arrested so corrections officers have something to play with .,implicit_hate,implicit_hate
optics cucks eternally btfo ! #whitelivesmatter did more to advance our narrative than any rally thus far . congratul,implicit_hate,implicit_hate
paul : what's wrong with all western nations is we're ruled by jews & have been poisoned by their false narratives,implicit_hate,implicit_hate
people are now aware that islam is not a race so it is not racist to hate muslims . muslims are people that join an evil cult .,implicit_hate,implicit_hate
pretty much . why would jews ( who look like white men ) bash themselves ? oh ... they wouldn't .,implicit_hate,implicit_hate
racist attacks on white dutch people by mobs of muslim immigrants continue ( video ) va,implicit_hate,implicit_hate
racist black goes on shooting spree  says his teachers taught him to hate whites | read more :,implicit_hate,implicit_hate
rt the active shooter in charleston sc is a crazy black man not a white supremacist . i know you democrat race baiters ( cont,implicit_hate,implicit_hate
save your tax dollars deport the illegals now !,implicit_hate,implicit_hate
screw the blind media and cucks join and save you people !,implicit_hate,implicit_hate
she's another low iq hollywood liberal . islam is submission and btw if they ran america,implicit_hate,implicit_hate
show your pride with wpww t-shirts from the white resister via,implicit_hate,implicit_hate
so answer this : are u jewish ? cause jews  though they have some white blood  are semites and many jews claim to be white when convenient .,implicit_hate,implicit_hate
so is mass non-white immigration to the west in the minds of jews,implicit_hate,implicit_hate
so twitter is anti-white . good to know,implicit_hate,implicit_hate
suburban middle class whites fear making waves because they have much more to lose . its easier to say y,implicit_hate,implicit_hate
switzerland : africans kill elderly white man then start screaming about racism #swrm #switzerland via,implicit_hate,implicit_hate
that's not a hate crime though  nooooo only us evil white people commit hate crimes ..,implicit_hate,implicit_hate
that's why racial segregation is necessary,implicit_hate,implicit_hate
the 1st slave owner in fl was a black man  owning white & black slaves . muslims enslave all races today . slavery is not about race !,implicit_hate,implicit_hate
the chicoms seemily care more about their people's wellbeing than european nations about their own ? bizarre .,implicit_hate,implicit_hate
the democratic base does not want a white  especially a white man  to represent them .,implicit_hate,implicit_hate
the only whites who are declining are white liberals  white conservatives and everything to the right of them are multiplying . whites of tomorrow will be fewer but they will be far more right wing and far right . everything is going our way,implicit_hate,implicit_hate
the protesters in new mexico were thugs who were flying the mexican flag . the rally inside was big and beautiful  but outside  criminals !,implicit_hate,implicit_hate
the third-world colonization of australia has continued apace ! read more : via,implicit_hate,implicit_hate
the white #workingclass is the most oppressed demographic in the #unitedstates - #wakeup #fightback,implicit_hate,implicit_hate
the wreckage left by the summer of trump #cuckservative,implicit_hate,implicit_hate
theoretically  overturning roe v wade would increase white birthrate without increasing non-white birthrate .,implicit_hate,implicit_hate
they do and you can check them the white on white crime is less than half the total % of black on black,implicit_hate,implicit_hate
they're killing white people in south africa no one blinks,implicit_hate,implicit_hate
this is stupid ... the ' far left '  democrats  illegal aliens  communists . commits genocide on the white race of america .,implicit_hate,implicit_hate
this is what the anti-white promotes ... multiculturalism sad :,implicit_hate,implicit_hate
ugh ... always trying to say they're equal to whites . couldn't be further from the truth .,implicit_hate,implicit_hate
uhm ... i wonder what percentage of white nationalist / racist knuckle draggers are progressives ? my guess = less than 1 % u 2 care to guess ?,implicit_hate,implicit_hate
uk has been spelling radical islamic terrorism as random  drunk asian person,implicit_hate,implicit_hate
university report : a room full of white people is a microaggression,implicit_hate,implicit_hate
ur argument about white christians killing people is lame . sharia law is dangerous,implicit_hate,implicit_hate
very existence of white race hinges on trump =,implicit_hate,implicit_hate
via : 9 steps to successfully counter jihad #tcot,implicit_hate,implicit_hate
we just need to convince white people of the need for more white people ! we must boost our numbers !,implicit_hate,implicit_hate
we need presentation that makes people realize they've been gaslit into hating us when in actuality we are the normal  healthy people w love for our nation . american flags  singing national anthem . basic branding . follow trumps lead in that regard - the people are dying for it ! !,implicit_hate,implicit_hate
we should jail all white christian american males who look like they might kill in mass shootings !,implicit_hate,implicit_hate
well they helped zionism and commies to destroy germany a white country ... that's racist .,implicit_hate,implicit_hate
what a national socialist america will do for the white american worker ! #nationalsocialism #nationalism,implicit_hate,implicit_hate
what about white americans ? oh wait  that's * white supremacy * to talk about white interests ?,implicit_hate,implicit_hate
what they want is of little value in a land swarming with hostile non whites . race first ! all else is dross !,implicit_hate,implicit_hate
what's shocking is 34 % didn't think america settled by white euros . let's see : 12.3 % black pop +12.5 % brown pop + misc minorities + white cucks =,implicit_hate,implicit_hate
which is why they want race mixing . what they don't realize is that race mixing will lead to white,implicit_hate,implicit_hate
white british : minority within 50 years #swrm #white #whitegenocide #uk via,implicit_hate,implicit_hate
white european ancestors have been proven to be in america before your ancestors arrived here ! new scientific proof ! read up on it !,implicit_hate,implicit_hate
white genocide accelerates : university removes portaits of white male professors | more :,implicit_hate,implicit_hate
white genocide accelerates in sweden : university removes all portaits of white male professors #swrm,implicit_hate,implicit_hate
white genocide in america 1960-2060 #swrm #whitegenocide #us via,implicit_hate,implicit_hate
white nationalism is the answer .,implicit_hate,implicit_hate
white people donating to white organizations is bad . jews donating to jewish organizations is good .,implicit_hate,implicit_hate
white people need to watch their backs . there is a war upon us .,implicit_hate,implicit_hate
white people seemingly are the only truly altruistic ethnic group . ive seen more white people help complete strangers and animals with zero reciprocity.for a society bent on white genocide they would fall apart without us ..,implicit_hate,implicit_hate
white zioner dream state,implicit_hate,implicit_hate
why are white nationalist white people who resist islam labelled racist ?,implicit_hate,implicit_hate
you are hereby condemned for your hostile posture towards the white civil rights movement . #unitetheright,implicit_hate,implicit_hate
you are the problem you race baiting white guilt syndrome scum bag .,implicit_hate,implicit_hate
you call yourself fair ! should be rename white race for white states,implicit_hate,implicit_hate
you have it all wrong ! nazism isn't white this  white that . it's about being a powerful regime ! remember our fathers ! #nazigermany,implicit_hate,implicit_hate
you're not good or white enough,implicit_hate,implicit_hate
your saying they are getting radicalized here so we should stop vetting people that are already radicalized and let them into the country . typical liberal logic,implicit_hate,implicit_hate
your white privilege is showing through bro #maga,implicit_hate,implicit_hate
"  "" : all-white town fights to preserve segregation in the anti-white new south africa via "" "" """,implicit_hate,implicit_hate
"  "" immigrants "" "" are something that happened after white people built the country . """,implicit_hate,implicit_hate
"  "" you answered my question "" "" no  i asked you a question . 95 % of the men who won ww2 were against interracial dating  gay marriage & the replacement of white america through mass immigration . are people with those beliefs today nazis ? """,implicit_hate,implicit_hate
" 2 . mexico encourages their people to immigrate to the us precisely because it serves as an  "" escape valve "" "" """,implicit_hate,implicit_hate
" assaults white student and blames  "" white violence . "" "" #blm #whitegenocide #blacklivesmatter """,implicit_hate,implicit_hate
" but yes  there are whites who go along with the jewish agenda . they're commonly referred to as  "" shabbos goys . "" "" """,implicit_hate,implicit_hate
" i have a koran sitting here next to me ! !  "" kill infidels "" "" "" kill jews "" "" "" kill kuffars "" "" and u were saying ? """,implicit_hate,implicit_hate
" jewish activist on tv show says   "" low white birth rate a good thing "" "" | read more : via """,implicit_hate,implicit_hate
" mixing easter and holocaust commemoration : literal holocaustianity !  "" that jew died for you "" "" ... """,implicit_hate,implicit_hate
" poor little president victim . did you only support the  "" black "" "" part of him ? pretty sure the "" "" white "" "" part was racist . """,implicit_hate,implicit_hate
" quoting meccan verses only .  "" killing innocents is sin "" "" for a muslim  but "" "" innocent "" "" is not a kafir . """,implicit_hate,implicit_hate
" rt  "" cuckservative "" "" strategy was to play identity politics with minorities and take the white vote for granted . mind-numbingly stupid . """,implicit_hate,implicit_hate
" rt #blacklivesmatter :  "" i hope they kill all the white babies  kill all your grandkids "" "" why hasn't any 1 disavowed ? """,implicit_hate,implicit_hate
" soros the great racist promoting & funding racial hatred in the name of  "" anti - racism "" "" . """,implicit_hate,implicit_hate
" what's even more disgusting is that if you give in to their agenda as a white person your  "" white privilege "" "" is excused :d """,implicit_hate,implicit_hate
#gayagenda will destabilize both white & black communities.societal collapse is in inevitable b,implicit_hate,implicit_hate
#germans burn down more facilities planned for non-white immigrants #auspol send them back via,implicit_hate,implicit_hate
... my updated feeling is sadness . how have we failed our european sisters . this culture is so toxic th,implicit_hate,implicit_hate
2 / there is currently an unprecedented assault taking place on the free speech of american citizens by anti-white corporate interests .,implicit_hate,implicit_hate
80 % of americans face near - #poverty . do you want a better america ? join the american #nazi party today,implicit_hate,implicit_hate
84 % of all wanted criminals in copenhagen are non-white via,implicit_hate,implicit_hate
: 9 year old white boy commits suicide after being tormented for months by racist arabs,implicit_hate,implicit_hate
: anti-white un boss demands more non-white immigration into britain  despite major opposition,implicit_hate,implicit_hate
: black activists call for lynching and hanging of white people and cops,implicit_hate,implicit_hate
: black lives matter demands that white families give up their homes to coloreds via,implicit_hate,implicit_hate
: black slavery only matters when it can be blamed on white southerners . or when it can make white sj,implicit_hate,implicit_hate
: negroid spree shooter wanted to kill as many white people as possible : #wr via,implicit_hate,implicit_hate
: rt : four reasons why iran is worse than the islamic state via,implicit_hate,implicit_hate
: when will you stand up for yourselves white america thugs attack whites #bamo #teaparty #tcot #ucot #ocra ...,implicit_hate,implicit_hate
> how is white supremacy bad for white ppl ? > white supremacy without non-white inferiority ? > without white supemacy america is amexico,implicit_hate,implicit_hate
a huge error-racial groups are loyal to their blood first . it's natural for a racial group to strive for domination .,implicit_hate,implicit_hate
a world without white people : a visual look at a mongrel future via .,implicit_hate,implicit_hate
all white people should be afraid and and all white cops should quit,implicit_hate,implicit_hate
amazing they are betas after all - priceless . gorilla mindset is for loser cucks !,implicit_hate,implicit_hate
amen ! i am so sick of seeing white men with asians while white women sit home .,implicit_hate,implicit_hate
amusing how few keralites sanctimoniously advise rest of india when own backyard reeks of minority communalism,implicit_hate,implicit_hate
another example of a video that i could have used to convince jewish liberal friends had it not stated that jews arent white .,implicit_hate,implicit_hate
another reason to be disturbd by the america-hating  jihad enabler in white house rt : such a peaceful religion ...,implicit_hate,implicit_hate
another white man shot by blacks over confederate flag on his car via,implicit_hate,implicit_hate
anti-white filth .,implicit_hate,implicit_hate
are patriotic native white jews permitted to join to stop the invading muslims ?,implicit_hate,implicit_hate
are you talking about the same white supremacists who saved your people from genicide ?,implicit_hate,implicit_hate
aryans will never forget the massacre of german aryans,implicit_hate,implicit_hate
because #blacklivesmatter is an anti white hate group .,implicit_hate,implicit_hate
because they're anti-white . they have hatred for our whiteness . because they see a rise in white identity and whites shedding their guilt .,implicit_hate,implicit_hate
best decision a jew could make to further the cause of white aryan genocide.make him take a lie detector test,implicit_hate,implicit_hate
black activists call for lynching and hanging of white people and cops via,implicit_hate,implicit_hate
black lives matter calls for white deaths so they are another hate group .,implicit_hate,implicit_hate
black man pleads guilty to murdering white samaritan  shot him to death .. #tcot #blackviolence,implicit_hate,implicit_hate
blacks are 1/6 white population . shoot someone at random 5/6 chance they are white .,implicit_hate,implicit_hate
blah blah blah save the shitlib bs  its ok to white is not hate speech unless you hate white people ! ! !,implicit_hate,implicit_hate
but somehow this is not racist  hate speech ? meanwhile trudeau moves to criminalize islamophobia .. in canada ! #muslimmole,implicit_hate,implicit_hate
diversity means less white,implicit_hate,implicit_hate
does the white race have the right to live ? look at the trends . our leaders say no ! #kalergi plan of #whitegenocide,implicit_hate,implicit_hate
english rose - warriors of the rose white music for white people #wpww #oi,implicit_hate,implicit_hate
every prez disappoints . just do what is right . israel = good model for whites . i'm leery of jews  but wish them well in israel .,implicit_hate,implicit_hate
fact : 90 % of all interracial crime in usa is black on white #swrm #blackonwhite via,implicit_hate,implicit_hate
fight white genocide ! #whitegenocide #jewishsupremacy,implicit_hate,implicit_hate
for some reason you are so full of hate . that is what is not understood . saying we are white privileged . who you follow shows who you are . i would not be proud .,implicit_hate,implicit_hate
former cop and author james lancia & i discuss his book  political correctness  jewish supremacy & #whitegenocide,implicit_hate,implicit_hate
funny how you never hear about white men raping women in black neighborhoods . i know 2 white women who ',implicit_hate,implicit_hate
german people dont want the invasion  traitorous politicians admit as poll shows 71 % ...,implicit_hate,implicit_hate
happy #easter and happy birthday to adolf #hitler,implicit_hate,implicit_hate
hate ? have you heard of white slave trade in israel ?,implicit_hate,implicit_hate
hate is from radical islamic jihadists  look at the eu  y kill men women and children all innocents,implicit_hate,implicit_hate
he told the world : the immortal words of adolf hitler ( video ) via powerful images  prophetic words,implicit_hate,implicit_hate
heroic 13 year old white girl stops brutal black robber-killer in south africa ! read more : via,implicit_hate,implicit_hate
how dare white people want to exist as a race ! that is racism unless it's a non-white race wanting to think tribally ! those bigots !,implicit_hate,implicit_hate
how did blacks get to america in the first place ? hmmm ... by the way white population is shrinking cuz they're killing themselves .,implicit_hate,implicit_hate
i agree . we need to understand islamic ideology and the threat it poses .,implicit_hate,implicit_hate
i just love your silly nonsense defense of islam . isis is bad . sorry !,implicit_hate,implicit_hate
i killed my own child  but i deeply care about my race said no one ever #altright,implicit_hate,implicit_hate
i really hate neocons like  but not black people . it is not your fault that you are black .,implicit_hate,implicit_hate
i work in healthcare and all our overdoses are white people . media cant exploit the deaths of white people . they're using the minority pop .,implicit_hate,implicit_hate
i'm anishinaabeg from deshkan ziibi . goodnight white pride !,implicit_hate,implicit_hate
if jews and arabs want war w each other  please go ahead . but not in white countries & w / o us .,implicit_hate,implicit_hate
if you ask me white kids should stay away from most black kids .. black youth are extremly hostile and negative in america these days .. sad but true,implicit_hate,implicit_hate
if you don't put your money where your mouth and heart are then you don't care . donate to a pro-white organization today !,implicit_hate,implicit_hate
in the jewish-dominated and increasingly anti-white new south  ...,implicit_hate,implicit_hate
is not a white supremacist organization . theyre promoting the assertion of white identity in order to help combat the issues our country is facing as a result of anti-white hatred and discrimination along with uncontrolled immigration,implicit_hate,implicit_hate
islam is not a race  therefore you cannot be racist for criticising it . that's simple .,implicit_hate,implicit_hate
islamaphobia is symptom of islamic terrorism ! kill terrorism & muslims will kill islamaphobia ! it's up 2 them,implicit_hate,implicit_hate
it's okay to be fellow white,implicit_hate,implicit_hate
its all fun and games as long as the muds are terrorizing whites that is the jew plan but when they turn on the jew all of a sudden they are terrorist,implicit_hate,implicit_hate
jews have their own ethnostate yet dehumazice any white gentile who wants the same . hypocrites .,implicit_hate,implicit_hate
jihad pays . trudeau to give $ 8m & apology to ex-gitmo jihadi who murdered an american soldier . this isn't ...,implicit_hate,implicit_hate
know ... what #modi ji has done for hindus so far ! ! . 1 ) more than 30000 ngos are banned which causes christian ...,implicit_hate,implicit_hate
me too yet they allow islamic hate preachers in that want to kill us ! !,implicit_hate,implicit_hate
mixing of white and non-white is wrong nothing good comes out of it !,implicit_hate,implicit_hate
mostly white flight sadly  this is a beautiful state  invaded by idiots and 3rd world,implicit_hate,implicit_hate
nathan - why is a jewish person taking your place ? i thought it was about saving the white european race and culture ?,implicit_hate,implicit_hate
new black panther leader says he's gonna hunt down and kill white people via,implicit_hate,implicit_hate
no wonder white men are committing suicide.rubio runs anti-white men campaign & their wives & daughters support him !,implicit_hate,implicit_hate
not all government is bad . it is just a gross waste of taxpayer dollars to subsidize black people,implicit_hate,implicit_hate
not he ones that want global sharia #shariafree2016,implicit_hate,implicit_hate
nothing . white people are targeted for genocide in our own lands . we must love and defend one another in order to preserve our heritage .,implicit_hate,implicit_hate
now all you have to do is ask yourself ... do the jews really think they can control the muslims after the white man is gone ? ? ?,implicit_hate,implicit_hate
o germans ! ! unite and rise to save fatherland & your honour from muslim invaders,implicit_hate,implicit_hate
obama created this level of misguided hate in america ! these people are feral animals  who,implicit_hate,implicit_hate
obama declares war on white people seeking jobs or education  wants to increase anti-white racial quotas : #sotu,implicit_hate,implicit_hate
obama knows that and is why he has a sharia czar in the whitehouse,implicit_hate,implicit_hate
of course they bc the msm hates and wants to destroy the white race bc we are the greatest race ever . w,implicit_hate,implicit_hate
of course tinder was founded by two jews . no surprises .,implicit_hate,implicit_hate
of course white people have the right to exist  because modern civilization makes us white,implicit_hate,implicit_hate
only black thugs who rob stores and fight white cops and die lives matter .,implicit_hate,implicit_hate
only certain groups of whites are degenerate .,implicit_hate,implicit_hate
our women the most beautiful . long live the white aryan race !,implicit_hate,implicit_hate
panic stricken owaisi get into rabble rousing muslims #myjihad bjp #gopinathmunde mumbai uttar pradesh,implicit_hate,implicit_hate
patriotic germans demand angela merkel be hung for attempting to genocide the german people via,implicit_hate,implicit_hate
proving that the opposition to white nationalists are degenerates !,implicit_hate,implicit_hate
r u stupid ? there is no white irish person .. irish is a race.white is not.to call yourself white already puts u in the same culture,implicit_hate,implicit_hate
race mixing is more and more popular in the united states va,implicit_hate,implicit_hate
rachel . i love your sweetness . white women are the angels of the . w,implicit_hate,implicit_hate
really wow . i don't hate anyone . it's you who hate . you can't bring yourself to say white lives matter,implicit_hate,implicit_hate
sadly islamist #palestinians don't want peace with jews . what they want is eternal victimhood death to #israel . #bds,implicit_hate,implicit_hate
same jew mindset who used islamic to invade christian europe  spain,implicit_hate,implicit_hate
selma anti-white crapfest now in full swing | incog man,implicit_hate,implicit_hate
social justice = black allowed to kill white .,implicit_hate,implicit_hate
spanish are white . some have mixed genes due to islamic occupation  but most are white .,implicit_hate,implicit_hate
the antifa are white supremacist pretending to be against hate  but then spread fear to start war.we dont hate even when we disagree .,implicit_hate,implicit_hate
the beast as saint : the truth about martin luther king jr . #swrm via,implicit_hate,implicit_hate
the democratization of nations was the opening for which islam has waited a thousand years .,implicit_hate,implicit_hate
the extermination of the white race : facts about britain and non-white immigration | more :,implicit_hate,implicit_hate
the fact is the best way to have a nice life is to move to a majority white country . what happens when those countries are no longer white ?,implicit_hate,implicit_hate
the loudest clamor to bring in refugees was made by these same stupid white women #karma,implicit_hate,implicit_hate
the man who loved his people  and who was loved dearly by them in return . don't believe the lies against him . #hitler,implicit_hate,implicit_hate
the people doing the telling are extreme racists . anti-white . ( any one with the vote ( or weapon ) has the power to be sexist & racist ),implicit_hate,implicit_hate
the statistics didnt say that . but the people perceives more violence due above all to the african migrants,implicit_hate,implicit_hate
there is no prohibition to kill infidels in the quran  but many commands to kill .,implicit_hate,implicit_hate
these people are so evil that they even kill fellow muslims .,implicit_hate,implicit_hate
these thugs don't care about race . that's a cover there using . they hate and want to destroy america .,implicit_hate,implicit_hate
they are all heros to the black community . make no mistake a whole lot of black people hate white people ! !,implicit_hate,implicit_hate
they better stary with 2:106 of koran & though written for jew objection can be applied to all of the korans hate / intolerance,implicit_hate,implicit_hate
they have no rights as illegals,implicit_hate,implicit_hate
they hurt white people  they are full of hate just like the left  they are original de,implicit_hate,implicit_hate
this is so ridiculous .. over 100 years ago ! ! blacks sold one another to whites  it was wro,implicit_hate,implicit_hate
this is the future of white people in america if we do nothing via,implicit_hate,implicit_hate
total bullshittrump did not blame #unitetheright unitrump knows where the * real * hate and violence,implicit_hate,implicit_hate
